line_text,category,style,context,stage,target_gender,source_type,quality_score,success_rate,has_emoji,has_question,has_compliment
"Wewe ni kama favorite app - najikuta niki-open frequently.",smooth,kenyan,compliment,initial,female,manual_entry,4.4,0.74,0,0,1
"Nimeku-save as voice recording, because your voice is memorable.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.79,0,0,1
"Ukinitaka niku-bookmark again, because you're worth revisiting.",romantic,mixed,followup,advanced,female,manual_entry,4.6,0.77,0,0,1
"Wewe ni kama Nairobi night - full of beautiful lights.",romantic,kenyan,compliment,initial,female,manual_entry,4.8,0.82,0,0,1
"Nimeku-save as alarm, to wake up thinking of you.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.86,0,0,1
"Unajua hata kama uta-archive, bado nita-restore.",bold,sheng,followup,advanced,female,manual_entry,3.8,0.64,0,0,0
"Kama ni kukosa map, ningekuonyesha world through my eyes.",cheesy,kenyan,opening,initial,female,manual_entry,3.9,0.62,0,0,0
"Wewe ni kama perfect temperature - not too hot, not too cold, just right.",smooth,kenyan,compliment,initial,female,manual_entry,4.3,0.73,0,0,1
"Nimeku-save as contact photo, so I see you every time.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.83,0,0,1
"Sema nikiku-mention, uta-respond?",playful,sheng,opening,initial,female,manual_entry,4.0,0.67,0,1,0
"Unajua hata kama uta-restrict, bado nita-view from afar.",bold,sheng,response,middle,female,manual_entry,3.6,0.61,0,0,0
"Kama ni kukosa diary, ningekuandikia kila siku.",cheesy,kenyan,opening,initial,female,manual_entry,3.5,0.58,0,0,0
"Wewe ni kama favorite book - nakusoma repeatedly.",romantic,kenyan,compliment,initial,female,manual_entry,4.7,0.8,0,0,1
"Nimeku-save as screen saver, because you're worth staring at.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.85,0,0,1
"Ukinitaka niku-reload, because the first load was amazing.",romantic,mixed,followup,advanced,female,manual_entry,4.5,0.75,0,0,1
"Wewe ni kama Kenyan breeze - cool na refreshing.",romantic,kenyan,compliment,initial,female,manual_entry,4.6,0.78,0,0,1
"Nimeku-save as notification tone, so I smile when you message.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.84,0,0,1
"Unajua hata kama uta-hide story, bado nita-ask directly.",bold,sheng,followup,advanced,female,manual_entry,3.7,0.63,0,0,0
"Kama ni kukosa watch, ningekuonyesha time with my attention.",cheesy,kenyan,opening,initial,female,manual_entry,3.4,0.57,0,0,0
"Wewe ni kama favorite filter - unamake everything look better.",smooth,kenyan,compliment,initial,female,manual_entry,4.4,0.75,0,0,1
"Nimeku-save as draft email, because you deserve perfect words.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.8,0,0,1
"Sema nikiku-send location, uta-come?",playful,sheng,opening,initial,female,manual_entry,4.1,0.69,0,1,0
"Unajua hata kama uta-turn off read receipts, bado nita-wait for reply.",bold,sheng,response,middle,female,manual_entry,3.8,0.65,0,0,0
"Kama ni kukosa camera, ningekupigia picha kwa macho yangu.",cheesy,kenyan,opening,initial,female,manual_entry,3.3,0.56,0,0,0
"Wewe ni kama perfect emoji - unaelezea hisia zangu.",smooth,kenyan,compliment,initial,female,manual_entry,4.5,0.76,0,0,1
"Nimeku-save as browser homepage, you're my first view.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.86,0,0,1
"Ukinitaka niku-refollow, because unfollowing was a mistake.",romantic,mixed,followup,advanced,female,manual_entry,4.4,0.74,0,0,1
"Wewe ni kama Nairobi morning - full of promise.",romantic,kenyan,compliment,initial,female,manual_entry,4.7,0.79,0,0,1
"Nimeku-save as ringtone, so I answer with excitement.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.82,0,0,1
"Unajua hata kama uta-remove tag, bado nita-remember the moment.",bold,sheng,followup,advanced,female,manual_entry,3.9,0.67,0,0,0
"Kama ni kukosa radio, ningekusikiliza whole day.",cheesy,kenyan,opening,initial,female,manual_entry,3.2,0.55,0,0,0
"Wewe ni kama favorite channel - najikuta niki-tune in frequently.",smooth,kenyan,compliment,initial,female,manual_entry,4.3,0.73,0,0,1
"Nimeku-save as voice mail greeting, so you're the first thing callers hear.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.77,0,0,1
"Sema nikiku-invite kwa event, uta-attend?",playful,sheng,opening,initial,female,manual_entry,4.0,0.68,0,1,0
"Unajua hata kama uta-decline, bado nita-invite again.",bold,sheng,response,middle,female,manual_entry,3.7,0.63,0,0,0
"Kama ni kukosa newspaper, ningekusomea headlines of my life.",cheesy,kenyan,opening,initial,female,manual_entry,3.1,0.54,0,0,0
"Wewe ni kama breaking news - unanifanya nisikilize carefully.",smooth,kenyan,compliment,initial,female,manual_entry,4.2,0.72,0,0,1
"Nimeku-save as keyboard shortcut, for quick access to thoughts of you.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.8,0,0,1
"Ukinitaka niku-reply all, because you deserve all my attention.",romantic,mixed,followup,advanced,female,manual_entry,4.5,0.76,0,0,1
"Wewe ni kama Kenyan flag - unanifanya nijivunie.",romantic,kenyan,compliment,initial,female,manual_entry,4.8,0.83,0,0,1
"Nimeku-save as auto-correct, so you're part of everything I type.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.87,0,0,1
"Unajua hata kama uta-block calls, bado nita-text.",bold,sheng,followup,advanced,female,manual_entry,3.6,0.62,0,0,0
"Kama ni kukosa TV, ningekuangalia whole series of my life.",cheesy,kenyan,opening,initial,female,manual_entry,3.0,0.53,0,0,0
"Wewe ni kama favorite show - nakusubscribe for more.",smooth,kenyan,compliment,initial,female,manual_entry,4.1,0.71,0,0,1
"Nimeku-save as password hint, because you're unforgettable.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.84,0,0,1
"Sema nikiku-create group, uta-join?",playful,sheng,opening,initial,female,manual_entry,4.2,0.7,0,1,0
"Unajua hata kama uta-leave group, bado nita-add you again.",bold,sheng,response,middle,female,manual_entry,3.8,0.66,0,0,0
"Kama ni kukosa magazine, ningekusoma repeatedly.",cheesy,kenyan,opening,initial,female,manual_entry,3.4,0.58,0,0,0
"Wewe ni kama cover story - najikuta nikiangalia frequently.",smooth,kenyan,compliment,initial,female,manual_entry,4.4,0.75,0,0,1
"Nimeku-save as desktop background, you're always in view.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.86,0,0,1
"Ukinitaka niku-forward, because you're worth sharing.",romantic,mixed,followup,advanced,female,manual_entry,4.6,0.78,0,0,1
"Wewe ni kama Kenyan anthem - unanifanya nisimame with respect.",romantic,kenyan,compliment,initial,female,manual_entry,4.7,0.8,0,0,1
"Nimeku-save as signature, because you're part of my identity.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.88,0,0,1
"Unajua hata kama uta-ignore, bado nita-persist.",bold,sheng,followup,advanced,female,manual_entry,3.9,0.68,0,0,0
"Kama ni kukosa encyclopedia, ningekujua everything about you.",cheesy,kenyan,opening,initial,female,manual_entry,3.5,0.59,0,0,0
"Wewe ni kama index - unanionyesha where to find happiness.",smooth,kenyan,compliment,initial,female,manual_entry,4.5,0.77,0,0,1
"Nimeku-save as font style, because you make everything look good.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.85,0,0,1
"Sema nikiku-schedule meeting, uta-attend?",playful,sheng,opening,initial,female,manual_entry,4.1,0.69,0,1,0
"Unajua hata kama uta-cancel, bado nita-reschedule.",bold,sheng,response,middle,female,manual_entry,3.7,0.64,0,0,0
"Kama ni kukosa dictionary, ningekutafuta meaning of life in you.",cheesy,kenyan,opening,initial,female,manual_entry,3.6,0.6,0,0,0
"Wewe ni kama thesaurus - unanipa better words to describe you.",smooth,kenyan,compliment,initial,female,manual_entry,4.6,0.78,0,0,1
"Nimeku-save as template, because you're the standard.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.87,0,0,1
"Ukinitaka niku-copy paste, because you're worth duplicating.",romantic,mixed,followup,advanced,female,manual_entry,4.7,0.81,0,0,1
"Wewe ni kama Kenyan proverb - full of wisdom na beauty.",romantic,kenyan,compliment,initial,female,manual_entry,4.8,0.84,0,0,1
"Nimeku-save as default setting, because you're my preference.",romantic,mixed,response,advanced,female,manual_entry,5.0,0.9,0,0,1
"Unajua hata kama uta-reject, bado nita-propose again.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.7,0,0,0
"Kama ni kukosa almanac, ningekupredict future with you.",cheesy,kenyan,opening,initial,female,manual_entry,3.7,0.61,0,0,0
"Wewe ni kama atlas - unanionyesha where I want to be.",smooth,kenyan,compliment,initial,female,manual_entry,4.4,0.75,0,0,1
"Nimeku-save as favorite font, because you're always in style.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.83,0,0,1
"Sema nikiku-add kwa calendar, uta-remember?",playful,sheng,opening,initial,female,manual_entry,4.2,0.71,0,1,0
"Unajua hata kama uta-delete event, bado nita-create new one.",bold,sheng,response,middle,female,manual_entry,3.8,0.67,0,0,0
"Kama ni kukosa compass, ningekuonyesha direction to my heart.",cheesy,kenyan,opening,initial,female,manual_entry,3.9,0.63,0,0,0
"Wewe ni kama GPS - unanionyesha route to happiness.",smooth,kenyan,compliment,initial,female,manual_entry,4.3,0.74,0,0,1
"Nimeku-save as auto-fill, because you complete me.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.86,0,0,1
"Ukinitaka niku-bookmark life, because you're the best chapter.",romantic,mixed,followup,advanced,female,manual_entry,4.6,0.79,0,0,1
"Wewe ni kama Kenyan river - flowing na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,4.7,0.8,0,0,1
"Nimeku-save as quick access, for when I need inspiration.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.84,0,0,1
"Unajua hata kama uta-close app, bado nita-restart.",bold,sheng,followup,advanced,female,manual_entry,3.9,0.69,0,0,0
"Kama ni kukosa telescope, ningekuona clearly from afar.",cheesy,kenyan,opening,initial,female,manual_entry,3.5,0.58,0,0,0
"Wewe ni kama microscope - unanifanya nione details za perfection.",smooth,kenyan,compliment,initial,female,manual_entry,4.5,0.77,0,0,1
"Nimeku-save as recent documents, because you're always relevant.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.81,0,0,1
"Sema nikiku-make admin, uta-manage my heart?",playful,sheng,opening,initial,female,manual_entry,4.1,0.7,0,1,0
"Unajua hata kama uta-resign, bado nita-hire you again.",bold,sheng,response,middle,female,manual_entry,3.7,0.65,0,0,0
"Kama ni kukosa scale, ningekupima value in my life.",cheesy,kenyan,opening,initial,female,manual_entry,3.6,0.59,0,0,0
"Wewe ni kama calculator - unasolve equation of my happiness.",smooth,kenyan,compliment,initial,female,manual_entry,4.4,0.76,0,0,1
"Nimeku-save as formula, because you're the answer.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.87,0,0,1
"Ukinitaka niku-integrate, because we're better together.",romantic,mixed,followup,advanced,female,manual_entry,4.8,0.82,0,0,1
"Wewe ni kama Kenyan mountain - strong na majestic.",romantic,kenyan,compliment,initial,female,manual_entry,4.7,0.79,0,0,1
"Nimeku-save as constant, because you're always in my equations.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.88,0,0,1
"Unajua hata kama uta-log out, bado nita-send login request.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.71,0,0,0
"Kama ni kukosa protractor, ningekupima angles of your beauty.",cheesy,kenyan,opening,initial,female,manual_entry,3.8,0.62,0,0,0
"Wewe ni kama ruler - unanifanya ni-measure up to your standards.",smooth,kenyan,compliment,initial,female,manual_entry,4.3,0.73,0,0,1
"Nimeku-save as theorem, because you're proven to be perfect.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.85,0,0,1
"Sema nikiku-make co-author, uta-write story with me?",playful,sheng,opening,initial,female,manual_entry,4.2,0.72,0,1,0
"Unajua hata kama uta-decline co-authorship, bado nita-dedicate book to you.",bold,sheng,response,middle,female,manual_entry,3.8,0.68,0,0,0
"Kama ni kukosa periodic table, ningekupanga as most valuable element.",cheesy,kenyan,opening,initial,female,manual_entry,3.7,0.6,0,0,0
"Wewe ni kama chemistry - unanifanya react positively.",smooth,kenyan,compliment,initial,female,manual_entry,4.6,0.78,0,0,1
"Nimeku-save as catalyst, because you speed up my happiness.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.86,0,0,1
"Ukinitaka niku-experiment with, because you're worth testing.",romantic,mixed,followup,advanced,female,manual_entry,4.5,0.77,0,0,1
"Wewe ni kama Kenyan soil - fertile with possibilities.",romantic,kenyan,compliment,initial,female,manual_entry,4.8,0.83,0,0,1
"Nimeku-save as hypothesis, because I believe in us.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.89,0,0,1
"Unajua hata kama uta-disprove theory, bado nita-research more.",bold,sheng,followup,advanced,female,manual_entry,3.9,0.7,0,0,0
"Kama ni kukosa beaker, ningekumix na happiness.",cheesy,kenyan,opening,initial,female,manual_entry,3.4,0.57,0,0,0
"Wewe ni kama Bunsen burner - unanifanya flame of passion.",smooth,kenyan,compliment,initial,female,manual_entry,4.2,0.72,0,0,1
"Nimeku-save as solution, because you dissolve my problems.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.81,0,0,1
"Sema nikiku-add kwa experiment, uta-participate?",playful,sheng,opening,initial,female,manual_entry,4.0,0.69,0,1,0
"Unajua hata kama uta-withdraw consent, bado nita-observe from afar.",bold,sheng,response,middle,female,manual_entry,3.6,0.63,0,0,0
"Kama ni kukosta test tube, ningeku-test for compatibility.",cheesy,kenyan,opening,initial,female,manual_entry,3.3,0.56,0,0,0
"Wewe ni kama lab equipment - essential for my research on happiness.",smooth,kenyan,compliment,initial,female,manual_entry,4.1,0.71,0,0,1
"Nimeku-save as data, because you're statistically significant.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.78,0,0,1
"Ukinitaka niku-analyze, because you're worth studying.",romantic,mixed,followup,advanced,female,manual_entry,4.3,0.74,0,0,1
"Wewe ni kama Kenyan ecosystem - diverse na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,4.7,0.8,0,0,1
"Nimeku-save as variable, because you change my life for better.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.84,0,0,1
